cell_id,previous_prefix_cycle,current_prefix_cycle,candidate_id,candidate_family,history_row_count,future_row_count,base_trajectory_mae_pp,updated_trajectory_mae_pp,delta_mae_pp,mean_absolute_correction_pp,maximum_absolute_correction_pp,selected_candidate_id,selection_fit_cell_count
MATR_B1C36,60,100,no_update,no_update,40,200,0.071403445869863164,0.071403445869863164,0,0,0,no_update,40
MATR_B1C38,60,100,no_update,no_update,40,200,0.046714579981954073,0.046714579981954073,0,0,0,no_update,40
MATR_B1C40,60,100,no_update,no_update,40,200,0.017102463355051327,0.017102463355051327,0,0,0,no_update,40
MATR_B1C42,60,100,no_update,no_update,40,200,0.051546086478376052,0.051546086478376052,0,0,0,no_update,40
MATR_B1C44,60,100,no_update,no_update,40,200,0.08651913830275014,0.08651913830275014,0,0,0,no_update,40
MATR_B1C5,60,100,no_update,no_update,40,200,0.032472741853906015,0.032472741853906015,0,0,0,no_update,40
MATR_B1C7,60,100,no_update,no_update,40,200,0.024558758880006835,0.024558758880006835,0,0,0,no_update,40
MATR_B2C0,60,100,no_update,no_update,40,200,4.0553514012912846,4.0553514012912846,0,0,0,no_update,40
MATR_B2C11,60,100,no_update,no_update,40,200,0.30354209935398885,0.30354209935398885,0,0,0,no_update,40
MATR_B2C13,60,100,no_update,no_update,40,200,0.34565201252327671,0.34565201252327671,0,0,0,no_update,40
MATR_B2C17,60,100,no_update,no_update,40,200,0.16649652706804852,0.16649652706804852,0,0,0,no_update,40
MATR_B2C19,60,100,no_update,no_update,40,200,0.39668591731033848,0.39668591731033848,0,0,0,no_update,40
MATR_B2C2,60,100,no_update,no_update,40,200,0.21375919505575042,0.21375919505575042,0,0,0,no_update,40
MATR_B2C21,60,100,no_update,no_update,40,200,0.2231231775777337,0.2231231775777337,0,0,0,no_update,40
MATR_B2C23,60,100,no_update,no_update,40,200,0.70265171311728947,0.70265171311728947,0,0,0,no_update,40
MATR_B2C25,60,100,no_update,no_update,40,200,0.053068381687329164,0.053068381687329164,0,0,0,no_update,40
MATR_B2C27,60,100,no_update,no_update,40,200,0.10246328014062243,0.10246328014062243,0,0,0,no_update,40
MATR_B2C29,60,100,no_update,no_update,40,200,0.093872113884813618,0.093872113884813618,0,0,0,no_update,40
MATR_B2C31,60,100,no_update,no_update,40,200,0.062003680328381987,0.062003680328381987,0,0,0,no_update,40
MATR_B2C33,60,100,no_update,no_update,40,200,0.2151114502920565,0.2151114502920565,0,0,0,no_update,40
MATR_B2C35,60,100,no_update,no_update,40,200,0.05823630525009605,0.05823630525009605,0,0,0,no_update,40
MATR_B2C37,60,100,no_update,no_update,40,200,0.17656570951255682,0.17656570951255682,0,0,0,no_update,40
MATR_B2C39,60,100,no_update,no_update,40,200,0.05505877288868511,0.05505877288868511,0,0,0,no_update,40
MATR_B2C4,60,100,no_update,no_update,40,200,0.46217325397049469,0.46217325397049469,0,0,0,no_update,40
MATR_B2C41,60,100,no_update,no_update,40,200,0.21319275331089116,0.21319275331089116,0,0,0,no_update,40
MATR_B2C43,60,100,no_update,no_update,40,200,0.1549750344609177,0.1549750344609177,0,0,0,no_update,40
MATR_B2C45,60,100,no_update,no_update,40,200,0.12589729161187777,0.12589729161187777,0,0,0,no_update,40
MATR_B2C6,60,100,no_update,no_update,40,200,0.53364665284187596,0.53364665284187596,0,0,0,no_update,40
