cell_id,previous_prefix_cycle,current_prefix_cycle,future_row_count,previous_trajectory_mae_pp,current_trajectory_mae_pp,delta_mae_pp
MATR_B3C12,60,100,200,0.30614427085811252,0.13373823210731758,-0.17240603875079494
MATR_B3C13,60,100,200,0.21724182694307537,0.026042359237417115,-0.19119946770565827
MATR_B3C14,60,100,200,0.10860163566512533,0.10490643526350489,-0.0036952004016204409
MATR_B3C15,60,100,200,0.12684858689085729,0.13057548132847124,0.0037268944376139534
MATR_B3C16,60,100,200,0.12082704906437684,0.021803961666959637,-0.099023087397417206
MATR_B3C17,60,100,200,0.27872519537389528,0.13025572681917588,-0.1484694685547194
MATR_B3C18,60,100,200,0.44237795787229578,0.035523708707321827,-0.40685424916497392
MATR_B3C19,60,100,200,0.23919106542636151,0.020857389918300343,-0.21833367550806115
MATR_B3C20,60,100,200,0.1651592919334933,0.021417132622659665,-0.14374215931083362
MATR_B3C21,60,100,200,0.59695432814874694,0.026364258518889586,-0.57059006962985737
MATR_B3C22,60,100,200,0.27099794269908373,0.044788080570675744,-0.22620986212840799
MATR_B3C24,60,100,200,0.17458695610152794,0.10808237264287925,-0.066504583458648694
MATR_B3C25,60,100,200,0.3274766089174147,0.050956330293753425,-0.2765202786236613
MATR_B3C26,60,100,200,0.13359973374538867,0.066645931968343175,-0.066953801777045491
MATR_B3C27,60,100,200,0.13291386576160888,0.038202405598046524,-0.094711460163562355
MATR_B3C28,60,100,200,0.39516961648777882,0.089482240780434166,-0.30568737570734467
MATR_B3C29,60,100,200,0.060826287049230814,0.043880263130323983,-0.01694602391890683
MATR_B3C3,60,100,200,0.32398259280267333,0.036187434470756299,-0.28779515833191704
MATR_B3C30,60,100,200,0.14852241701245453,0.11721949960326938,-0.031302917409185144
MATR_B3C31,60,100,200,0.34663082717332799,0.060259728477791083,-0.2863710986955369
MATR_B3C33,60,100,200,0.14299922417619457,0.025575276104499167,-0.1174239480716954
MATR_B3C34,60,100,200,0.28677901927967092,0.043996877305786629,-0.24278214197388429
MATR_B3C35,60,100,200,0.2485612275713654,0.049068829848565441,-0.19949239772279995
MATR_B3C36,60,100,200,0.21457014770772959,0.058409429693579186,-0.15616071801415041
MATR_B3C38,60,100,200,0.31791205106281678,0.046845820117247639,-0.27106623094556914
MATR_B3C39,60,100,200,0.15140487906571182,0.045733054374938291,-0.10567182469077352
MATR_B3C4,60,100,200,0.20790909977409902,0.024649263166001988,-0.18325983660809703
MATR_B3C40,60,100,200,0.094467608028309294,0.024801677624698825,-0.069665930403610465
MATR_B3C41,60,100,200,0.16163254675323502,0.048008475006712598,-0.11362407174652242
MATR_B3C44,60,100,200,0.20672933998990664,0.10650175894070926,-0.10022758104919738
MATR_B3C45,60,100,200,0.40466097363579101,0.096584127456627158,-0.30807684617916387
MATR_B3C5,60,100,200,0.23627666247366988,0.03719990015271122,-0.19907676232095867
MATR_B3C6,60,100,200,0.63194794706240209,0.19987547913245102,-0.43207246792995108
MATR_B3C7,60,100,200,0.40212402838680866,0.058992247260824443,-0.34313178112598419
MATR_B3C8,60,100,200,0.12743723509440727,0.02999199628414722,-0.097445238810260043
MATR_B3C9,60,100,200,0.33122904643293821,0.1128546290528611,-0.21837441738007712
